imdbvote,year,runtime,imdb_id,plot,languages,released,title,imdbrating,countries
166775,1960,125,tt0053604,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",['English'],1960-06-29,The Apartment,8.3,['USA']
246920,1959,121,tt0053291,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",['English'],1959-03-19,Some Like It Hot,8.2,['USA']
70117,1963,113,tt0056923,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,"['English', 'French', 'German', 'Italian', 'Spanish']",1963-12-05,Charade,7.9,['USA']
528836,1942,102,tt0034583,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"['English', 'French', 'German', 'Italian']",1943-01-23,Casablanca,8.5,['USA']
150163,1941,100,tt0033870,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",['English'],1941-10-18,The Maltese Falcon,8.0,['USA']
88036,1964,170,tt0058385,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,['English'],1964-12-25,My Fair Lady,7.8,['USA']
60357,1954,113,tt0047437,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.","['English', 'French']",1954-10-15,Sabrina,7.7,['USA']
128732,1953,118,tt0046250,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,"['English', 'Italian', 'German']",1953-09-02,Roman Holiday,8.0,['USA']
5715,1939,93,tt0031580,"A little girl is left by her father in an exclusive seminary for girls, when her father fights in the Second Boer War. Later, when he is presumed dead she is forced to become a servant.","['English', 'Hindi']",1939-03-17,The Little Princess,7.2,['USA']
21397,1944,113,tt0037059,Young love and childish fears highlight a year in the life of a turn-of-the-century family.,['English'],1945-01-01,Meet Me in St. Louis,7.5,['USA']
373675,1939,102,tt0032138,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,['English'],1939-08-25,The Wizard of Oz,8.0,['USA']
293389,1939,238,tt0031381,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,['English'],1940-01-17,Gone with the Wind,8.1,['USA']
8888,1982,92,tt0084370,A dissolute matinee idol is slated to appear on a live TV variety show.,['English'],1982-10-08,My Favorite Year,7.4,['USA']
204315,1950,110,tt0043014,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,['English'],1950-09-29,Sunset Blvd.,8.4,['USA']
409817,1941,119,tt0033467,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.","['English', 'Italian']",1941-09-05,Citizen Kane,8.3,['USA']
610901,1968,149,tt0062622,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.","['English', 'Russian']",1970-06-24,2001: A Space Odyssey,8.3,"['UK', 'USA']"
122111,1950,138,tt0042192,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"['English', 'French']",1950-10-27,All About Eve,8.2,['USA']
12757,1939,133,tt0032143,A study of the lives and romantic entanglements of various interconnected women.,"['English', 'French']",1939-09-01,The Women,7.8,['USA']
125800,1940,130,tt0032976,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"['English', 'French']",1940-04-12,Rebecca,8.1,['USA']
18929,1940,120,tt0032484,"On the eve of World War II, a young American reporter tries to expose enemy agents in London.","['English', 'Dutch', 'German', 'Latvian']",1940-08-16,Foreign Correspondent,7.5,['USA']
93179,1946,102,tt0038787,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,"['English', 'French', 'Portuguese']",1946-09-06,Notorious,7.9,['USA']
44079,1945,111,tt0038109,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,['English'],1945-12-28,Spellbound,7.6,['USA']
28008,1957,115,tt0050105,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,"['English', 'French', 'Italian']",1957-07-19,An Affair to Remember,7.5,['USA']
66418,1955,106,tt0048728,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,"['English', 'French']",1955-08-05,To Catch a Thief,7.4,['USA']
10215,1950,92,tt0042451,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.",['English'],1950-06-16,Father of the Bride,7.2,['USA']
10243,1953,112,tt0045537,A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.,"['English', 'French', 'German']",1953-08-07,The Band Wagon,7.5,['USA']
19275,1939,110,tt0031725,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,"['English', 'Russian']",1939-11-23,Ninotchka,7.9,['USA']
14258,1957,130,tt0050658,A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.,"['English', 'French']",1957-06-30,Love in the Afternoon,7.2,['USA']
19832,1958,115,tt0051658,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.","['English', 'French']",1958-06-25,Gigi,6.7,['USA']
47638,1938,102,tt0029843,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",['English'],1938-05-14,The Adventures of Robin Hood,7.9,['USA']
9312,1940,94,tt0032762,A young Spanish aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.,"['English', 'Spanish']",1940-11-08,The Mark of Zorro,7.5,['USA']
43242,1944,88,tt0037008,A police detective falls in love with the woman whose murder he is investigating.,['English'],1944-11-01,Laura,8.0,['USA']
16053,1947,104,tt0039420,"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost.",['English'],1947-06-18,The Ghost and Mrs. Muir,7.9,['USA']
12146,1937,132,tt0029162,"When a wise diplomat's plane crashes in the snows of Tibet, he and the other survivors are guided to Shangri-La, where they wrestle with the invitation to stay.","['English', 'Mandarin']",1937-09-01,Lost Horizon,7.7,['USA']
17685,1935,101,tt0027125,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.","['English', 'Italian']",1935-09-06,Top Hat,7.7,['USA']
31095,1942,99,tt0035446,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","['English', 'German']",1942-03-06,To Be or Not to Be,8.2,['USA']
21512,1936,94,tt0028010,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,"['English', 'Russian']",1936-09-06,My Man Godfrey,8.0,['USA']
34612,1956,201,tt0049261,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,"['English', 'Spanish']",1956-11-24,Giant,7.6,['USA']
40960,1955,118,tt0048028,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",['English'],1955-04-10,East of Eden,7.9,['USA']
26973,1934,91,tt0025878,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",['English'],1934-05-25,The Thin Man,8.0,['USA']
54265,1940,92,tt0032599,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,"['English', 'French']",1940-01-18,His Girl Friday,7.9,['USA']
25127,1956,175,tt0048960,A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,"['English', 'Spanish', 'French']",1956-10-17,Around the World in 80 Days,6.8,['USA']
410434,1946,130,tt0038650,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,"['English', 'French']",1947-01-07,It's a Wonderful Life,8.6,['USA']
108149,1939,129,tt0031679,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",['English'],1939-10-19,Mr. Smith Goes to Washington,8.1,['USA']
55910,1938,102,tt0029947,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",['English'],1938-02-18,Bringing Up Baby,7.8,['USA']
6487,1941,119,tt0034012,A couple's big dreams give way to a life full of unexpected sadness and unexpected joy.,['English'],1941-04-24,Penny Serenade,7.1,['USA']
6603,1934,83,tt0025586,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,['English'],1934-07-20,Of Human Bondage,7.1,['USA']
1922,1936,102,tt0027893,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,['English'],1936-03-06,Little Lord Fauntleroy,7.2,['USA']
3082,1949,102,tt0041509,A town's corrupt officials think a fool is actually an investigator in disguise.,['English'],1949-12-31,The Inspector General,6.8,['USA']
52883,1935,86,tt0026029,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",['English'],1935-08-01,The 39 Steps,7.6,['UK']
471,1995,86,tt0114007,"A raw depiction of the Belfast, Northern Ireland ""troubles"" as savage tribal warfare. Set shortly after the 1975 cease fire, this movie focuses on the tribulations of Kenny (James Frain), ...",['English'],1997-04-25,Nothing Personal,6.9,"['UK', 'Ireland']"
1815,1997,95,tt0118927,"Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid, and left in fear of his life) to bury his father. He meets up with his brother...","['English', 'Zulu']",1997-02-12,Dangerous Ground,4.5,"['USA', 'South Africa']"
548,1995,99,tt0117357,"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",['English'],1996-07-26,The Pompatus of Love,5.3,"['France', 'USA']"
23774,1996,107,tt0116329,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,['English'],1996-09-13,Fly Away Home,6.8,['USA']
2159,1997,103,tt0118742,A newly married happy couple visits a sex therapist to determine why the wife can't achieve an orgasm with her husband. This causes a horrific suppressed memory to emerge and she becomes more and more distant.,['English'],1997-04-14,Bliss,6.0,"['Canada', 'USA']"
3590,1996,116,tt0116442,"Edna wins a recording contract singing her own song at a competition in 1958. After trying to make it as a singer/songwriter for 11 months in NYC, she has success writing songs for others at the Brill Building.",['English'],1996-09-13,Grace of My Heart,6.7,['USA']
20623,1996,101,tt0117011,"While seeking answers regarding the death of the twin brother he never knew he had, a French cop and his sibling's fiancée find themselves pursued by corrupt FBI agents and the Russian mafia.",['English'],1996-09-13,Maximum Risk,5.5,['USA']
29855,1996,133,tt0117039,"Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",['English'],1996-10-25,Michael Collins,7.2,"['UK', 'Ireland', 'USA']"
1719,1996,119,tt0116635,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,['English'],1996-10-04,Infinity,6.2,['USA']
18177,1996,109,tt0115678,"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredible food.","['English', 'Italian']",1996-09-20,Big Night,7.3,['USA']
53916,1996,101,tt0116830,A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,"['English', 'Spanish']",1996-09-20,Last Man Standing,6.4,['USA']
14576,1996,123,tt0117603,"Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.",['English'],1996-11-06,Set It Off,6.9,['USA']
18562,1996,104,tt0115438,48 hours of intersecting lives and crimes in Los Angeles.,"['English', 'Vietnamese']",1996-09-27,2 Days in the Valley,6.5,['USA']
17171,1996,118,tt0116259,A young doctor confronts a famous colleague when he learns about the true methods of his work.,['English'],1996-09-27,Extreme Measures,6.2,"['UK', 'USA']"
18965,1996,91,tt0116421,"Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man"".","['English', 'Chinese', 'Russian']",1996-10-04,The Glimmer Man,5.4,['USA']
25485,1996,104,tt0116000,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",['English'],1996-10-04,D3: The Mighty Ducks,5.5,['USA']
13031,1996,113,tt0115862,A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,['English'],1996-10-11,The Chamber,6.0,['USA']
42563,1993,84,tt0107131,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.",['English'],1993-02-12,Homeward Bound: The Incredible Journey,7.0,['USA']
94648,1993,98,tt0106611,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.","['English', 'German', 'Russian']",1993-10-01,Cool Runnings,7.0,['USA']
29559,1994,102,tt0109127,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",['English'],1994-07-15,Angels in the Outfield,6.2,['USA']
179934,1991,143,tt0102798,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.","['English', 'Arabic']",1991-06-14,Robin Hood: Prince of Thieves,6.9,"['USA', 'UK']"
26773,1996,102,tt0116361,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",['English'],1997-09-03,Freeway,6.8,"['USA', 'UK']"
34123,1992,108,tt0104692,A simple man is turned into a genius through the application of computer science.,['English'],1992-03-06,The Lawnmower Man,5.5,"['UK', 'Japan', 'USA']"
2207,1996,95,tt0117582,"London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian government, an agent ...",['English'],1996-11-08,The Secret Agent,5.7,['UK']
38370,1996,136,tt0117589,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",['English'],1997-02-28,Secrets & Lies,8.0,"['UK', 'France']"
63512,1996,108,tt0117887,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",['English'],1996-10-04,That Thing You Do!,6.9,['USA']
4616,1996,93,tt0117924,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.",['English'],1996-10-25,To Gillian on Her 37th Birthday,5.8,['USA']
22911,1996,90,tt0115640,"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship.",['English'],1996-10-09,Beautiful Thing,7.5,['UK']
74426,1996,121,tt0116908,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.",['English'],1996-10-11,The Long Kiss Goodnight,6.8,['USA']
56868,1996,110,tt0116409,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,"['English', 'Hindi']",1996-10-11,The Ghost and the Darkness,6.9,"['Germany', 'USA']"
7919,1996,111,tt0116913,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",['English'],1996-10-11,Looking for Richard,7.3,['USA']
14051,1996,95,tt0117958,"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",['English'],1996-10-11,Trees Lounge,7.1,['USA']
2168,1996,101,tt0117202,"Chris is young idealistic cop who falls in love and gets married to Pam, a beautiful but emotionally unstable woman who suffers from alcoholism and drug addiction. While Chris is trying ...",['English'],1996-10-25,Normal Life,6.3,['USA']
5211,1996,120,tt0116404,"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.",['English'],1996-10-16,Get on the Bus,6.8,['USA']
4458,1997,103,tt0120107,"Bishop, trusted advisor to the president, has shots fired at him when Pachenko comes to him about a traitor in highest level of government. He gets away from the cold blooded assassin twice. Will he find the traitor before getting killed?",['English'],1997-01-31,Shadow Conspiracy,5.0,['USA']
9991,1996,123,tt0116722,"In late 1800s England, Jude plans to go to the city and attend university but marries early and becomes a stonemason. When his wife leaves, he moves to the city, where he befriends his liberal cousin Sue.","['English', 'Latin']",1996-10-18,Jude,6.9,['UK']
35650,1996,101,tt0116242,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,"['English', 'French', 'Italian', 'Hindi']",1997-01-17,Everyone Says I Love You,6.7,['USA']
213122,1996,120,tt0117509,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,['English'],1996-11-01,Romeo + Juliet,6.7,"['USA', 'Mexico', 'Australia', 'Canada']"
76055,1996,96,tt0117802,"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",['English'],1997-04-11,Swingers,7.2,['USA']
194186,1996,147,tt0117665,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",['English'],1996-10-18,Sleepers,7.6,['USA']
33300,1996,81,tt0115491,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.",['English'],1996-08-13,Aladdin and the King of Thieves,6.4,['USA']
930834,1992,99,tt0105236,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",['English'],1992-09-02,Reservoir Dogs,8.3,['USA']
181997,1992,127,tt0103772,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,['English'],1992-03-20,Basic Instinct,7.0,"['USA', 'France']"
84884,1991,140,tt0101761,"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",['English'],1991-03-01,The Doors,7.2,"['USA', 'France']"
51685,1992,112,tt0104036,"A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world.",['English'],1993-02-19,The Crying Game,7.2,"['UK', 'Japan', 'USA']"
96873,1992,100,tt0104348,An examination of the machinations behind the scenes at a real estate office.,['English'],1992-10-02,Glengarry Glen Ross,7.7,['USA']
4364,1996,85,tt0115885,"All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing ...",['English'],1996-10-08,Children of the Corn: The Gathering,4.2,['USA']
16,1991,84,tt0102336,A dark comedy about the wild night Hank has when he discovers that he has won a $200 million lottery jackpot.,['N/A'],1996-09-27,Loser,7.7,['USA']
10782,1996,80,tt0117040,A documentary on insect life in meadows and ponds.,['French'],1996-09-06,Microcosmos,7.9,"['France', 'Switzerland', 'Italy']"
2368,1995,92,tt0117284,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which ...",['English'],1996-10-25,Palookaville,6.5,['USA']
8294,1996,99,tt0116378,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.","['English', 'Italian']",1996-11-01,The Funeral,6.6,['USA']
1533,1995,90,tt0113057,"One morning Valerie has to tell her unemployed boyfriend Remi that she is pregnant. She has decided to keep the child, but they argue whether they should break up or not. That same day she starts working in room service at a smart hotel.",['French'],1996-10-30,A Single Girl,6.9,['France']
9097,1996,118,tt0116581,An unusual and wonderful friendship develops between a busy but unhappy salesman and a resident of a mental asylum.,['French'],1997-03-07,The Eighth Day,7.5,"['Belgium', 'France', 'UK']"
1016,1995,90,tt0112907,The lives of Jim and other alcoholics in and outside an AA meeting.,['English'],1997-03-14,Drunks,6.3,['USA']
89001,1996,130,tt0117318,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",['English'],1997-01-10,The People vs. Larry Flynt,7.3,['USA']
3331,1995,100,tt0116422,"With college graduation pending, the old gang tries to avoid the inevitability of breaking up and going forward with their lives.",['English'],1996-09-27,Glory Daze,5.5,['USA']
258,1996,105,tt0117320,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ...",['English'],1996-04-19,A Perfect Candidate,7.1,['USA']
27213,1991,103,tt0101775,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,['English'],1991-05-24,Drop Dead Fred,6.0,"['USA', 'UK']"
1219,1996,79,tt0116587,"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema.",['English'],1996-07-19,Hustler White,5.8,"['Germany', 'Canada']"
431,1996,110,tt0116212,"Chronicles the life of Dorothy Day who dedicated herself in service to her socialist beliefs and her adopted faith of Catholicism. The movement she created continues to thrive to this day, ...",['English'],1996-09-27,Entertaining Angels: The Dorothy Day Story,6.2,['USA']
282,1996,86,tt0116886,"The childhood, adolescence, and incredible adult years of Al Hirshfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years.",['English'],1996-09-27,The Line King: The Al Hirschfeld Story,7.0,['USA']
15431,1996,88,tt0118147,"A documentary of the 1974 heavyweight championship bout in Zaire, ""The Rumble in the Jungle,"" between champion George Foreman and underdog challenger Muhammad Ali.","['English', 'French']",1997-02-14,When We Were Kings,8.0,['USA']
51367,1993,30,tt0108598,"Wallace lets out his spare room to a penguin. The penguin and Gromit, Wallace's dog, immediately don't see eye-to-eye. Meanwhile, Wallace has invented a giant pair of robotic trousers, designed to take Gromit for walks.",['English'],1993-12-17,The Wrong Trousers,8.3,"['UK', 'USA', 'Ireland']"
3539,1994,97,tt0109781,An ordinary man is lured into a strange puppet theatre by a map and finds himself embroiled in a production of the Faustian legend.,"['Czech', 'Latin']",1995-04-07,Faust,7.4,"['Czech Republic', 'France', 'UK', 'Germany']"
919,1994,128,tt0110521,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and ...,['French'],1995-05-26,Mina Tannenbaum,7.1,"['Netherlands', 'France', 'Belgium']"
3624,1996,112,tt0116059,"When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.",['English'],1996-11-01,Dear God,5.5,['USA']
1974,1995,90,tt0112483,A martial arts instructor comes to the defense of a schoolteacher who has taken a stand against a local white supremacist organization.,['English'],1995-05-17,Best of the Best 3: No Turning Back,4.9,['USA']
13204,1992,102,tt0103850,"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",['English'],1992-09-04,Bob Roberts,7.0,"['USA', 'UK']"
81381,1991,99,tt0101700,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,['French'],1992-04-03,Delicatessen,7.6,['France']
43371,1991,98,tt0101765,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.","['French', 'Polish', 'Italian']",1991-11-22,The Double Life of Véronique,7.8,"['France', 'Poland', 'Norway']"
6107,1991,95,tt0101811,"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa.","['English', 'Italian']",1992-12-25,Enchanted April,7.4,['UK']
1519,1991,104,tt0102014,The owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club.,['English'],1992-02-01,Hear My Song,7.0,"['Ireland', 'UK']"
180594,1996,162,tt0116209,"At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.","['English', 'German', 'Italian', 'Arabic']",1996-12-06,The English Patient,7.4,"['USA', 'UK']"
14107,1991,96,tt0102426,"In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war.","['Italian', 'English', 'Greek', 'Turkish']",1991-01-31,Mediterraneo,7.5,['Italy']
5127,1992,135,tt0105107,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",['English'],1992-12-11,Passion Fish,7.4,['USA']
25380,1992,94,tt0105488,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,"['English', 'Spanish']",1993-02-12,Strictly Ballroom,7.2,"['Australia', 'UK']"
25135,1989,101,tt0101026,An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.,['Spanish'],1990-01-22,Tie Me Up! Tie Me Down!,7.0,['Spain']
8777,1991,120,tt0102370,Documentary following singer Madonna on her controversial Blond Ambition tour in 1990.,['English'],1991-05-24,Madonna: Truth or Dare,6.4,['USA']
13057,1990,71,tt0100332,"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",['English'],1991-08-01,Paris Is Burning,8.2,['USA']
893321,1981,115,tt0082971,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.","['English', 'German', 'Hebrew', 'Spanish', 'Arabic', 'Nepali']",1981-06-12,Indiana Jones and the Raiders of the Lost Ark,8.4,['USA']
189179,1985,132,tt0088846,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,['English'],1985-12-18,Brazil,7.9,"['UK', 'USA']"
659863,1986,137,tt0090605,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",['English'],1986-07-18,Aliens,8.3,"['UK', 'USA']"
697056,1966,178,tt0060196,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,['Italian'],1967-12-29,"The Good, the Bad and the Ugly",8.8,"['Italy', 'Spain', 'West Germany', 'USA']"
40883,1987,107,tt0094336,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.","['English', 'Latin']",1987-06-19,Withnail & I,7.7,['UK']
702744,1957,96,tt0050083,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,['English'],1957-04-10,12 Angry Men,9.0,['USA']
271693,1962,228,tt0056172,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","['English', 'Arabic', 'Turkish']",1962-12-11,Lawrence of Arabia,8.3,['UK']
766490,1971,136,tt0066921,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",['English'],1972-02-02,A Clockwork Orange,8.3,"['UK', 'USA']"
296825,1962,129,tt0056592,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",['English'],1963-03-16,To Kill a Mockingbird,8.2,['USA']
614392,1979,147,tt0078788,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"['English', 'French', 'Vietnamese']",1979-08-15,Apocalypse Now,8.4,['USA']
306527,1968,165,tt0064116,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"['English', 'Italian', 'Spanish']",1969-07-04,Once Upon a Time in the West,8.5,"['Italy', 'USA']"
961607,1983,131,tt0086190,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",['English'],1983-05-25,Star Wars: Episode VI - Return of the Jedi,8.3,"['USA', 'UK']"
